Distance,X,Y,Speed
690.0,-774.8696692893745,6265.971769548049,348.0
692.0,-773.618106470685,6280.826354305399,348.0
694.0,-772.3665436519954,6295.6809390627495,348.0
696.0,-771.1149808333057,6310.5355238201,348.0
698.0,-769.8634180146162,6325.3901085774505,348.0
700.0,-768.6118551959265,6340.244693334801,348.0
702.0,-767.360292377237,6355.0992780921515,348.0
704.0,-766.1087295585473,6369.953862849502,348.0
706.0,-764.8571667398578,6384.8084476068525,348.0
708.0,-763.6056039211682,6399.663032364203,348.0
710.0,-762.3540411024786,6414.5176171215535,348.0
712.0,-761.102478283789,6429.372201878904,348.0
714.0,-759.8509154650993,6444.2267866362545,348.0
716.0,-758.5993526464098,6459.081371393605,348.0
718.0,-757.3477898277201,6473.9359561509555,348.0
720.0,-756.0962270090306,6488.790540908305,348.0
722.0,-754.844664190341,6503.6451256656555,348.0
724.0,-753.5931013716514,6518.499710423006,348.0
726.0,-752.3415385529618,6533.3542951803565,348.0
728.0,-750.9897501447913,6550.133248117713,348.0
730.0,-749.4348516641725,6570.346928365759,348.0
732.0,-747.8691589296598,6590.533748102322,348.0
734.0,-746.174448586671,6610.399519345135,348.0
736.0,-744.4797382436823,6630.265290587947,348.0
738.0,-742.7850279006935,6650.131061830759,348.0
740.0,-741.0903175577048,6669.996833073572,348.0
742.0,-739.395607214716,6689.862604316384,348.0
744.0,-737.7008968717273,6709.728375559196,348.0
746.0,-736.0061865287386,6729.594146802008,348.0
748.0,-734.3114761857498,6749.459918044821,348.0
750.0,-732.6167658427611,6769.325689287633,348.0
752.0,-730.9220554997725,6789.1914605304455,348.0
754.0,-729.2412762402437,6808.993185668521,348.0
756.0,-727.5771217805654,6828.718480737425,348.0
758.0,-725.9129673208873,6848.443775806329,348.0
760.0,-724.2869198548228,6868.164338757556,347.92877566321255
762.0,-722.6618829249448,6887.884776220632,347.8556625715573
764.0,-721.0368459950668,6907.605213683708,347.78254947990206
766.0,-719.4118090651888,6927.325651146784,347.70943638824684
768.0,-717.7867721353108,6947.046088609861,347.6363232965916
770.0,-716.1617352054328,6966.766526072937,347.56321020493635
